name,price,type,efficiency,wattage,modular,color
be quiet! Pure Power 10 CM,,ATX,silver,500,Semi,
SeaSonic X,,ATX,gold,850,Full,
SeaSonic M12II,,ATX,bronze,430,false,
Thermaltake Toughpower GX1 RGB,,ATX,gold,600,false,Black
Antec NeoECO Gold,,ATX,gold,650,Full,
Cooler Master 500W MasterWatt Lite 230V,,ATX,plus,500,false,
Cooler Master MasterWatt Lite 600W Full Range,,ATX,plus,600,false,
EVGA 750 B3,,ATX,bronze,750,Full,
FSP Group Hyper M85+,,ATX,bronze,550,Semi,Black
Thermalright TG,,ATX,gold,1000,Full,White
Thermalright TG,,ATX,gold,1200,Full,White
SHARKOON SilentStorm,94.29,SFX,bronze,450,false,Black
Cougar GX-S,,ATX,gold,550,false,
LC-Power LC6 V2.31,,ATX,gold,650,Full,Black / Gray
LC-Power LC1000P V3.0,,ATX,platinum,1000,Full,Black
Deepcool DA600N,,ATX,bronze,600,false,Black
BitFenix Formula Gold 650,,ATX,gold,650,false,
Thermaltake Toughpower iRGB PLUS 1000,,ATX,gold,1000,Full,Black
Cougar VTE X2,,ATX,plus,650,false,Black
Antec True Power,,ATX,bronze,650,Full,
Cooler Master Silent Pro M,,ATX,bronze,700,Full,
FSP Group AU-400FL,,ATX,gold,400,Semi,
HEC HEC200SA-2FX,,Mini ITX,,200,false,
Raidmax RX-700AC,,ATX,bronze,700,Semi,
Xigmatek Vector,,ATX,gold,750,Semi,
EVGA 650 GD,,ATX,gold,650,false,Black
Zalman TX,,ATX,,500,false,
Enermax EMG900EWT,,ATX,gold,900,Full,
NZXT HALE82 V2 700W,,ATX,bronze,700,Full,
Antec EARTHWATTS GOLD PRO 550,,ATX,gold,550,Semi,Black
EVGA SuperNOVA NEX1500 Classified,,ATX,gold,1500,Full,
Corsair CX850M V2 (2017 Edition),,ATX,bronze,850,Semi,Black / White
Cooler Master MWE Gold 650,,ATX,gold,650,false,Black
EVGA SuperNOVA 1050 GS,,ATX,gold,1050,Full,
Rosewill PHOTON-850,,ATX,gold,850,Full,
Rosewill ARC 650,,ATX,bronze,650,false,
GameMax GX Pro Rampage,,ATX,platinum,1250,Full,Black
Thermalright TP,,ATX,platinum,850,Full,White
SeaSonic PRIME Ultra Gold 750,169.99,ATX,gold,750,Full,Black
Zalman ACRUX,,ATX,platinum,750,Full,Black / Silver
Super Flower Leadex III ARGB Pro,189,ATX,gold,750,Full,Black
Corsair VS400,369,ATX,plus,400,false,
Fractal Design Anode Bronze,,ATX,bronze,650,Semi,Black
Rosewill Glacier 500M,,ATX,bronze,500,Semi,
Thermaltake TR2,,ATX,bronze,750,Semi,
Corsair TX650,,ATX,bronze,650,false,
OCZ ModXStream Pro,,ATX,plus,500,Semi,
SeaSonic X,,ATX,gold,400,Full,
be quiet! Pure Power L7,,ATX,plus,530,false,
Apex AG-M,,ATX,gold,850,Full,Black
Thermaltake TR2 RX,,ATX,bronze,850,Semi,
Silverstone Strider Titanium,,ATX,titanium,700,Full,
FSP Group FSP500-50FGGBN,,Flex ATX,gold,500,false,
EVGA 700 GQ,,ATX,gold,700,Semi,Black
Zalman zm-650-XG,,ATX,gold,650,Semi,
RIOTORO BUILDER,,ATX,plus,600,false,Black / Red
Silverstone VIVA,,ATX,gold,650,false,Black
Silverstone VIVA,,ATX,gold,750,false,Black
be quiet! Pure Power L8,,ATX,bronze,500,false,
Cooler Master Elite V2,,ATX,,550,false,
Thermaltake Toughpower iRGB PLUS TT Premium Edition,,ATX,titanium,1250,Full,Black
EVGA SuperNOVA 750 P6,,ATX,platinum,750,Full,Black / Silver
Rosewill PHOTON-1200,,ATX,gold,1200,Full,
In Win A55,,ATX,plus,550,false,Black
In Win A65,,ATX,plus,650,false,Black
XFX XTR,,ATX,gold,750,Full,
RAIJINTEK CRATOS,96.9,ATX,gold,850,Full,Black
In Win P130II,240.2,ATX,platinum,1300,Full,Black
EVGA SuperNOVA G FTW,154.99,ATX,gold,850,Full,Black
Zalman ACRUX,,ATX,platinum,850,Full,Black / Silver
Antec Basiq,88.34,ATX,,350,false,
Silverstone SX300-B,,SFX,bronze,300,false,Black
Super Flower Golden Green HX,,ATX,gold,650,false,
Athena Power AP-MFATX50P8,179.99,Flex ATX,silver,500,false,
Xilence XP650R9,,ATX,gold,650,false,Black / Red
Raidmax Vampire,,ATX,gold,800,Semi,
Thermaltake Toughpower iRGB PLUS 850,285,ATX,gold,850,Full,Black
Antec NeoECO,,ATX,bronze,520,false,
SeaSonic SS-460FL Active PFC F3,,ATX,platinum,460,Full,
FSP Group Hydro G,,ATX,gold,650,Full,
Cougar LX500,,ATX,bronze,500,Full,Black
SeaSonic FOCUS SGX,,SFX,gold,450,Full,Black
Thermaltake Toughpower iRGB PLUS,,ATX,titanium,1250,Full,
SeaSonic CORE GX-500,,ATX,gold,500,Full,Black / Gold
be quiet! PURE POWER 9 CM,,ATX,silver,600,Semi,
XFX TS,,ATX,gold,650,false,
be quiet! Power Zone 750W,,ATX,bronze,750,Full,
Corsair TX850 V2,,ATX,bronze,850,false,
SeaSonic Snow Silent,,ATX,platinum,750,Full,
FSP Group FSP400-60GHS(85)-R,,SFX,bronze,400,false,
Super Flower Leadex V Platinum Pro,219.99,ATX,platinum,1000,Full,White
Thermaltake Toughpower iRGB PLUS 750,224.98,ATX,gold,750,Full,Black
Rosewill Glacier 700M,,ATX,bronze,700,Semi,
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,platinum,1200,Full,
Rosewill HIVE S,,ATX,bronze,650,Full,
XFX XTR,,ATX,gold,550,Full,
be quiet! Pure Power 10 CM,,ATX,silver,600,Semi,
BitFenix Formula Bronze,,ATX,bronze,700,false,Black
Thermaltake Smart,,ATX,plus,430,false,
Raidmax RX-630SS,,ATX,,630,Semi,
Super Flower Leadex III Super Pro,,ATX,bronze,650,Full,Black
GAMDIAS ASTRAPE M1 B,,ATX,bronze,750,false,Black / Multicolor
Athena Power AP-MFATX30,,Mini ITX,bronze,300,false,
Corsair TX750 V2,,ATX,bronze,750,false,
be quiet! Power Zone 1000W,,ATX,bronze,1000,Full,
EVGA SuperNOVA 850 GS,,ATX,gold,850,Full,
NZXT E650,,ATX,gold,650,Full,Black
be quiet! System Power 10 U,,ATX,bronze,550,false,Black
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,850,Full,Black
Cooler Master Silent Pro M2,,ATX,silver,850,Semi,
Super Flower LEADEX VII Platinum PRO,229.99,ATX,platinum,1000,Full,Black
KOLINK Regulator,169.99,ATX,gold,1200,Full,Black
EVGA SuperNOVA 750 PQ,218.49,ATX,platinum,750,Semi,Black
LC-Power LC850P V3.0,,ATX,platinum,850,Full,Black
Corsair GS800 2013 Edition,,ATX,bronze,800,false,
Fractal Design Anode Bronze,146.91,ATX,bronze,550,Semi,Black
Rosewill HIVE,,ATX,bronze,550,Full,
SeaSonic M12II,,ATX,bronze,650,Semi,
Cougar SL500,,ATX,,500,false,
SeaSonic Platinum,,ATX,platinum,760,Full,
GameMax GP,,ATX,bronze,400,false,Black
be quiet! Dark Power Pro 11,,ATX,platinum,1200,Semi,
Sentey MBP HM,,ATX,bronze,750,Semi,Black
SHARKOON SilentStorm Icewind,,ATX,bronze,650,Semi,White / Black
Cooler Master MASTERWATT MAKER MIJ,,ATX,titanium,1200,Full,
Raidmax Thunder RGB,,ATX,bronze,735,Semi,Black
be quiet! Power Zone 650W,,ATX,bronze,650,Full,
EVGA SuperNOVA 1000 PS,,ATX,platinum,1000,Full,
Cooler Master MWE 400,,ATX,plus,400,false,Black
be quiet! System Power 10 U,,ATX,bronze,750,false,Black
Cooler Master Thunder,,ATX,,600,false,
Fractal Design Integra M,,ATX,bronze,750,Semi,
be quiet! Straight Power 10,,ATX,gold,500,false,
Sentey SDP650-SS,,ATX,plus,650,false,
Cooler Master V550 Gold V2,,ATX,gold,550,Full,Black
Enermax MarbleBron,,ATX,bronze,750,Semi,Black
SeaSonic PRIME Ultra Gold 850,195.98,ATX,gold,850,Full,Black
Deepcool PM500D,,ATX,gold,500,false,Black
Thermaltake Toughpower PF1 - TT Premium Edition,307.29,ATX,platinum,1050,Full,Black
GameMax GX Pro Rampage,,ATX,platinum,1050,Full,Black
LC-Power LC V2.31,,ATX,platinum,550,Full,Black
Enermax MaxTytan,399.98,ATX,titanium,1050,Full,
be quiet! Pure Power 11,,ATX,bronze,350,false,Black
Azza PSAZ-650W,59.99,ATX,bronze,650,false,Black
SeaSonic PRIME SNOWSILENT,,ATX,platinum,650,Full,White
SeaSonic PRIME SNOWSILENT,,ATX,gold,550,Full,White
SeaSonic X,,ATX,gold,1250,Full,
Antec True Power,,ATX,bronze,550,Full,
Cooler Master Silent Pro Gold,,ATX,gold,1200,Semi,
be quiet! System Power U9,,ATX,bronze,700,false,Black
be quiet! System Power 8,,ATX,plus,500,false,
Cougar GX,,ATX,gold,800,Full,Black / Gold
be quiet! Dark Power Pro 10,,ATX,gold,750,Semi,
Cooler Master i500,,ATX,bronze,500,false,
Thermaltake Smart,,ATX,bronze,650,Semi,
BitFenix Whisper M,,ATX,gold,650,Full,
Cooler Master Elite,,ATX,,460,false,
Thermaltake Smart,,ATX,bronze,1200,Semi,
Zalman zm-500-LE,,ATX,,500,false,
Antec VP,,ATX,,450,false,
Xilence Performance A+ III,,ATX,bronze,650,false,Black / Red
FSP Group Berserker 500,,ATX,bronze,500,false,
Cooler Master Hyper White,,ATX,plus,600,false,Black
SeaSonic S12II,,ATX,bronze,750,Full,
In Win A45,,ATX,plus,450,false,Black
Azza PSAZ-500B12,,ATX,,500,false,
be quiet! TFX Power 3 300,,TFX,bronze,300,false,Black
Super Flower Leadex VI Platinum PRO,169.99,ATX,platinum,850,Full,Black / Blue
Antec Earthwatts Green,104.64,ATX,bronze,430,false,
KOLINK KL-SFX350,,SFX,bronze,350,false,Black / Green
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,1050,Full,Black
SeaSonic SS-300ES Bronze,104.44,ATX,bronze,300,false,
Apevia ATX-JP1000W,,ATX,bronze,1000,false,
Antec True Power,,ATX,gold,750,false,
Kuroutoshikou KRPW-BR650W/85+,,ATX,bronze,650,false,Black
be quiet! Pure Power 10,,ATX,bronze,300,false,
Thermaltake Smart,,ATX,plus,630,false,
Thermaltake TR2,,ATX,plus,700,false,
Thermaltake Toughpower iRGB PLUS 1200 Platinum,,ATX,platinum,1200,Full,Black
FSP Group Twins,,ATX,gold,700,false,
GameMax GM,,ATX,gold,500,Semi,Black
Antec VP PLUS,,ATX,plus,550,false,Black
Cooler Master B500,,ATX,,500,false,
GAMDIAS ASTRAPE M1,,ATX,plus,550,false,Black / Multicolor
Zalman TX,,ATX,,600,false,
FSP Group Raider 650,,ATX,bronze,650,false,
Antec NeoECO Classic,,ATX,bronze,550,false,Black
Antec High Current Gamer,,ATX,bronze,620,false,
XFX Core Edition,,ATX,bronze,650,false,
be quiet! Pure Power L8,,ATX,bronze,350,false,
EVGA SuperNOVA NEX750B,,ATX,bronze,750,Semi,
Silverstone Strider,,ATX,plus,400,false,
SilentiumPC Supremo L2,,ATX,gold,650,false,Black
XFX PRO Black Edition,,ATX,gold,850,Full,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
be quiet! Straight Power 10 CM,,ATX,gold,700,Semi,
Azza PSAZ-850B14,,ATX,,850,false,
SeaSonic PRIME Platinum,,ATX,platinum,1200,Full,
In Win P65,173.79,ATX,gold,650,Full,Black
Thermaltake Smart DPS G,,ATX,gold,650,Semi,
Cougar GEX X2,,ATX,gold,850,Full,Black
Super Flower Leadex Gold,299.99,ATX,gold,1300,Full,
SeaSonic PRIME Ultra Gold 650,,ATX,gold,650,Full,Black
FSP Group Hydro Pro,,ATX,bronze,800,false,Black
Inter-Tech Coba Nitrox Nobility,,ATX,silver,700,Semi,Black / Orange
Cougar VTE X2,,ATX,plus,750,false,Black
SeaSonic M12II,,ATX,bronze,750,Semi,
Cougar SL400,,ATX,,400,false,
Corsair HX650,,ATX,gold,650,Semi,
Thermaltake TR2,,ATX,bronze,450,false,
Deepcool PK800D,,ATX,bronze,800,false,Black
be quiet! System Power U9,,ATX,bronze,500,false,Black
Thermaltake Toughpower XT,,ATX,bronze,875,Full,
Xigmatek NRP-PC702,,ATX,bronze,700,false,
In Win P65F,,ATX,gold,650,false,Black
be quiet! Dark Power Pro 11,,ATX,platinum,550,Semi,
Corsair VS600,,ATX,plus,600,false,
SHARKOON SilentStorm Icewind,,ATX,bronze,550,Semi,White / Black
SeaSonic PRIME Titanium,,ATX,titanium,850,Full,
Antec HCG-750 Bronze,,ATX,bronze,750,false,
be quiet! Pure Power L8,,ATX,bronze,600,false,
Raidmax Cobra,,ATX,gold,1200,Semi,Black / Gold
FSP Group HYPER S,,ATX,plus,500,false,Black
Noua Volture X GX-MVX,,ATX,gold,850,Full,Black
SeaSonic SS-400ET Bronze,91.33,ATX,bronze,400,false,
In Win P75FII,,ATX,gold,750,false,Black / Yellow
Xilence XP1250MR9,,ATX,gold,1250,Full,Black / Red
EVGA SuperNOVA 850 GA,350,ATX,gold,850,Full,
Phanteks PH-P550GF,,ATX,gold,550,false,Black
Corsair CX-500 V3,,ATX,bronze,500,false,
be quiet! Pure Power 10,,ATX,silver,700,false,
Rosewill Glacier 850M,,ATX,bronze,850,Semi,
Cougar SL600,,ATX,,600,false,
SeaSonic S12III,,ATX,bronze,450,false,Black
Enermax Platimax,,ATX,platinum,1000,Semi,Black
FSP Group AURUM S 600W,,ATX,gold,600,false,
CoolMax ZU-500B,,ATX,bronze,500,Semi,
SeaSonic PRIME Titanium,,ATX,titanium,1000,Full,
Montech GAMMA II,,ATX,gold,650,false,Black
be quiet! Dark Power Pro 10,,ATX,gold,650,Semi,
GAMDIAS Cyclops X1 P,,ATX,platinum,1200,Full,Black / Multicolor
Cooler Master Silent Pro M2,,ATX,bronze,720,Semi,
Ultra LSP750,,ATX,,750,false,
FSP Group Hydro Pro,,ATX,bronze,700,false,Black
FSP Group Raider 750,,ATX,bronze,750,false,
Thermaltake Toughpower GF2 ARGB,,ATX,gold,850,Full,Black
Raidmax Thunder RGB,,ATX,bronze,535,Semi,Black
SeaSonic X,,ATX,gold,660,Full,
be quiet! Pure Power L8,,ATX,bronze,500,false,
Cougar CMX700V3,,ATX,bronze,700,Semi,
Antec Earthwatts,,ATX,bronze,500,false,
Nfortec Sagitta RGB,,ATX,gold,850,Full,Black
Silverstone Nightjar,,ATX,platinum,520,Full,
be quiet! Straight Power 10 CM,,ATX,gold,500,Semi,
Insignia NS-PCW5508,,ATX,bronze,550,false,Black
Cooler Master MWE Bronze,,ATX,bronze,450,false,Black
SeaSonic PRIME Gold,,ATX,gold,1000,Full,
RAIJINTEK CRATOS,,ATX,gold,1200,Full,White
BitFenix Whisper M,,ATX,gold,450,Full,
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,1200,Full,Black
BitFenix Formula Gold 750,,ATX,gold,750,false,
Zalman ACRUX,,ATX,platinum,1000,Full,Black / Silver
BitFenix Whisper M,,ATX,gold,750,Full,
Zalman ACRUX,,ATX,platinum,1200,Full,Black / Silver
Montech CENTURY,,ATX,gold,550,Full,Black
GAMDIAS KRATOS P1 G,,ATX,gold,750,Semi,Black
Thermaltake Toughpower Grand,,ATX,platinum,700,Semi,
Antec Basiq,,ATX,plus,550,Semi,
Cooler Master Silent Pro M,,ATX,bronze,1000,Semi,
Thermaltake Toughpower Grand,,ATX,gold,650,Semi,
Thermaltake TR2,,ATX,plus,800,false,
GameMax GM,,ATX,gold,1650,false,Black
be quiet! STRAIGHT POWER E9 | 500W,,ATX,gold,500,false,
Montech GAMMA II,,ATX,gold,550,false,Black
Enermax CYBERBRON,,ATX,bronze,700,false,Black / Silver
SeaSonic PRIME Gold,,ATX,gold,650,Full,
Cooler Master i700,,ATX,bronze,700,false,
Athena Power APOLLO 600,,SFX,bronze,600,false,
Raidmax Cobra,,ATX,gold,600,Semi,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,850,Full,Black
Phanteks AMP,,ATX,gold,850,Full,Black
FSP Group Berzerker,,ATX,bronze,500,false,
XFX TS,,ATX,gold,550,false,
Xigmatek Vector,,ATX,gold,850,Semi,
SeaSonic G,,ATX,gold,750,Semi,
XFX P1-650X-XXB9,,ATX,bronze,650,Semi,
FSP Group FSP270-60LE,,Mini ITX,plus,270,false,
FSP Group Everest 85PLUS 800,,ATX,bronze,800,Full,
Xilence Performance A+ III,,ATX,bronze,550,false,Black / Red
Enermax Platimax,,ATX,platinum,1350,Full,Black
SeaSonic FOCUS SGX (2021),,SFX,gold,550,Full,Black
Rosewill PHOTON-550,,ATX,gold,550,Full,
Thermaltake TR2,,ATX,bronze,600,false,
Xilence XP430R8,,ATX,bronze,430,false,Black / Red
Deepcool GamerStorm DQ-M,,ATX,gold,650,Full,Black / Silver
Aerocool XPredator GM,,ATX,gold,1000,Semi,Black
Cougar COUGAR-1000CMX,,ATX,bronze,1000,false,
Diablotek PSUL775,,ATX,,775,false,
Antec True Power,,ATX,gold,650,false,
FSP Group HYPER S,,ATX,plus,700,false,Black
Rosewill HIVE,,ATX,bronze,650,Semi,
Super Flower Amazon,,ATX,bronze,300,false,
Thermalright TP,,ATX,platinum,1000,Full,Black
Fractal Design Anode Bronze,148.59,ATX,bronze,750,Semi,Black
OCZ ZT,,ATX,bronze,750,Full,
Cougar POLAR X2,,ATX,platinum,1200,Full,White / Gray
SeaSonic M12II,,ATX,bronze,850,Semi,
Antec High Current Pro,,ATX,gold,1200,false,
Apevia ITX-AP250W,,Mini ITX,,250,false,
HEC HEC350TEWX,,ATX,plus,350,false,
Cooler Master eXtreme Power Plus,,ATX,,700,false,
OCZ StealthXstream II,,ATX,plus,600,false,
Raidmax RX-1000AE,,ATX,gold,1000,Semi,
Thermaltake Toughpower iRGB PLUS 1000 Platinum,,ATX,platinum,1000,Full,Black
be quiet! System Power 8,,ATX,plus,400,false,
FSP Group AURUM S 500W,,ATX,gold,500,false,
Rosewill Quark 1000,,ATX,platinum,1000,Full,
CoolMax ZX-600,,ATX,plus,600,false,
be quiet! Pure Power L7,,ATX,plus,350,false,
Thermaltake Toughpower GX1 RGB,,ATX,gold,500,false,Black
Cooler Master Extreme 2,,ATX,,525,false,
EVGA SuperNOVA 750 T2,,ATX,titanium,750,Full,
Cooler Master M620,,ATX,plus,620,Semi,
Cooler Master GXII,,ATX,bronze,750,false,
FSP Group HEXA 85+,,ATX,bronze,350,false,Black
Fractal Design Newton R3,,ATX,platinum,800,Semi,
Apevia Beast,,ATX,,550,false,
FSP Group Hydro Pro,,ATX,bronze,600,false,Black
Antec High Current Gamer,,ATX,bronze,750,Semi,
XFX P1-750X-XXB9,,ATX,bronze,750,Semi,
FSP Group Hydro X,,ATX,gold,550,false,
SHARKOON SilentStorm Icewind,,ATX,bronze,750,Semi,White / Black
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply,,ATX,,680,Semi,
Corsair TX650 V2,,ATX,bronze,650,false,
SHARKOON WPM Bronze,,ATX,bronze,500,Semi,
XFX Core Edition,,ATX,bronze,850,false,
be quiet! Power Zone,,ATX,bronze,850,Full,
FSP Group Raider S 550,,ATX,silver,550,false,
XFX P1-550S-XXB9,,ATX,bronze,550,false,
LEPA MX-F1,,ATX,,600,false,
Cougar BXM850,,ATX,bronze,850,Semi,Orange / Black
Sentey SDP550-SS,,ATX,plus,550,false,
Cooler Master Silent Pro M2,,ATX,silver,1000,Semi,
PC Power & Cooling Silencer MK III,,ATX,gold,750,Semi,
Cougar COUGAR-RS650,,ATX,plus,650,false,
Antec High Current Gamer Extreme,,ATX,gold,1000,Full,
Super Flower LEADEX VII Platinum PRO,199.99,ATX,platinum,850,Full,Black
Rosewill Capstone,269,ATX,gold,750,false,
RAIJINTEK CRATOS,,ATX,gold,1000,Full,White
Corsair CX-750 V3,,ATX,bronze,750,false,
Deepcool DQ550ST,,ATX,gold,550,false,
Cooler Master V450,,ATX,gold,450,Semi,
Enermax REVOLUTION X't,,ATX,gold,430,Semi,
Antec VP650P,,ATX,,650,false,
Apevia ATX-VS450W,,ATX,,450,false,
NZXT HALE90 V2 1000W,,ATX,gold,1000,Full,
Cougar RX500,,ATX,plus,500,false,
Apevia ATX-WA900W,,ATX,,900,false,
Gigabyte GE-P450P-C2,,ATX,plus,550,false,
Rosewill Stallion,,ATX,,400,false,
Rosewill Stallion,,ATX,,500,false,
Rosewill Green,170,ATX,plus,530,false,
Thermaltake TR2,,ATX,bronze,600,false,
Thermaltake TR2,,ATX,,500,false,
Zalman ZM660-XT,,ATX,bronze,660,Full,
GameMax GM,,ATX,gold,1800,false,Black
Antec NeoECO 650 Gold,,ATX,gold,650,Semi,Black
be quiet! Dark Power Pro 10,,ATX,platinum,850,Semi,
Cooler Master i600,,ATX,bronze,600,false,
Cooler Master MasterWatt 650 TUF Gaming Alliance Edition,,ATX,bronze,650,Semi,Black / Gray
Super Flower Leadex III Super Pro,,ATX,bronze,550,Full,Black
iTek GF EVO,,ATX,gold,850,Full,Black
Thermaltake Smart,,ATX,bronze,1000,Semi,
GAMDIAS ASTRAPE M1 B,,ATX,bronze,650,false,Black / Multicolor
Deepcool DN400,,ATX,,400,false,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
LC-Power LC1200P V3.0,,ATX,platinum,1200,Full,Black
be quiet! Pure Power 9,,ATX,silver,500,Semi,
Sentey MBP HM,,ATX,bronze,650,Semi,Black
Azza PSAZ-750W,74.98,ATX,bronze,750,false,Black
In Win PB,,ATX,gold,650,Full,
Corsair TX850 V2,,ATX,bronze,850,false,
Rosewill LEPTON 700,,ATX,gold,700,Semi,
NZXT HALE 90,,ATX,gold,1000,Full,
Thermalright TG,,ATX,gold,1000,Full,Black
be quiet! Pure Power L8,,ATX,bronze,700,false,
SeaSonic FOCUS,,ATX,gold,500,Semi,Black
EVGA SuperNOVA 850 PQ,,ATX,platinum,850,Semi,Black
Solid Gear SDGR-FLEX220,,Flex ATX,,220,false,
Thermaltake Litepower,,ATX,,350,false,
SeaSonic S12G,,ATX,gold,650,false,
FSP Group Raider S 650,,ATX,silver,650,false,
Rosewill ARC 450,,ATX,bronze,450,false,
Super Flower Leadex III ARGB Pro,,ATX,gold,650,Full,Black
Nfortec Sagitta RGB,,ATX,gold,750,Full,Black
OCZ ZS,,ATX,bronze,650,false,
LC-Power LC6650GP3 V2.3 230V,,ATX,silver,650,false,Black
In Win Compact,,SFX,gold,700,Full,Black
Thermaltake Smart DPS G,,ATX,gold,750,Semi,
EVGA 500 BT,,ATX,bronze,500,false,Black
Silverstone Strider,,ATX,gold,700,false,
Cougar GEX,209.4,ATX,gold,1050,Full,Black
Raidmax Vampire,,ATX,gold,1000,Semi,
BitFenix Formula Gold 450,,ATX,gold,450,false,
Antec VP,,ATX,plus,550,false,
SeaSonic PRIME Ultra Platinum 650,,ATX,platinum,650,Full,Black
be quiet! Pure Power 10,,ATX,bronze,350,false,
Rosewill Glacier 1000M,,ATX,bronze,1000,Semi,
Thermaltake Smart,,ATX,plus,530,false,
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
Antec EDGE,,ATX,gold,650,Full,
PC Power & Cooling Silencer MK III,,ATX,bronze,400,Semi,
LEPA N,,ATX,,500,false,
Silverstone Strider,,ATX,bronze,600,false,
SeaSonic X,,ATX,gold,1050,Full,
Antec True Power,,ATX,bronze,750,Semi,
Antec True Power,,ATX,bronze,750,Full,
Apevia ATX-AS500W-BK,,ATX,,500,false,
HEC HEC250SRT,,SFX,,250,false,
Cooler Master eXtreme Power,,ATX,,600,false,
Cooler Master GX,,ATX,plus,650,false,
Silverstone Strider,,ATX,bronze,650,false,
Thermaltake Toughpower XT,,ATX,bronze,775,Full,
Thermaltake TR2,,ATX,gold,700,false,
FSP Group Hydro G,,ATX,gold,850,Full,
Antec Earthwatts Green,,ATX,bronze,350,false,
Nexus NX-5000 R3,,ATX,bronze,530,false,
Thermaltake Smart,,ATX,bronze,750,Semi,
Topower TOP-600WB,,ATX,bronze,600,false,
Antec VP PLUS,,ATX,plus,550,false,
Super Flower Leadex III Super Pro,,ATX,bronze,850,Full,Black
Cooler Master 400W MasterWatt Lite 230V,,ATX,plus,400,false,
FSP Group Dagger 600,,SFX,gold,600,Full,Black
Raidmax RX-635AP,,ATX,bronze,635,Semi,
Cougar GX-S,,ATX,gold,650,false,
Cougar GX-S,,ATX,gold,750,false,
Antec High Current Pro,,ATX,platinum,1300,Full,
Xigmatek NRP-MC702,,ATX,bronze,700,Full,
Xigmatek NRP-MC1002,,ATX,bronze,1000,Full,
Zalman zm-550-XG,,ATX,gold,550,Semi,
FSP Group Hydro Pro,,ATX,bronze,500,false,Black
Sentey MBP HM,,ATX,bronze,550,Semi,Black
Antec High Current Gamer,,ATX,bronze,850,Semi,
Cooler Master V Semi-Modular,,ATX,gold,650,Semi,
Cooler Master G450M,,ATX,bronze,450,Semi,
XFX Core Edition,,ATX,bronze,750,false,
FSP Group Raider S 450,,ATX,silver,450,false,
FSP Group AURUM GOLD 700,,ATX,gold,700,false,
Raidmax Cobra,,ATX,gold,1000,Semi,
be quiet! PURE POWER L8 400W,,ATX,bronze,400,false,
be quiet! System Power 10 U,,ATX,gold,850,false,Black
Antec High Current Pro,,ATX,gold,850,Semi,
Fractal Design Integra M,,ATX,bronze,450,Semi,
Fractal Design Integra M,,ATX,bronze,650,Semi,
EVGA SuperNOVA 750 GA,,ATX,gold,750,Full,
Cooler Master GXII,,ATX,bronze,550,false,
In Win P75,135.98,ATX,gold,750,Full,Black
Thermaltake Toughpower,,ATX,gold,1000,Semi,
Solid Gear SDGR-650E,,ATX,,650,false,
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
BitFenix BFG GOLD ATX3.0,109.9,ATX,gold,850,Full,Black
Antec Earthwatts,124.98,ATX,bronze,500,false,
SeaSonic PRIME Ultra Platinum 550,,ATX,platinum,550,Full,Black
Rosewill VALENS-700M,,ATX,gold,700,Semi,
Raidmax Vampire,,ATX,gold,700,Semi,
Fractal Design Edison M,,ATX,gold,650,Semi,
Apevia ATX-VN500W,,ATX,,500,false,
be quiet! Pure Power 10 CM,,ATX,silver,700,Semi,
SHARKOON WPC Bronze,,ATX,bronze,550,false,Black
Thermaltake Toughpower XT,,ATX,gold,1475,Semi,
Cooler Master MasterWatt Maker 1500 (no Bluetooth),,ATX,titanium,1500,Full,
Antec EDGE,,ATX,gold,750,Full,
Cooler Master Silent Pro Hybrid,,ATX,gold,1050,Full,
Athena Power AP-TFX40,135,TFX,bronze,400,false,
Apevia ATX-JV650W,,ATX,,650,false,
Cooler Master Silent Pro M,,ATX,bronze,850,Semi,
Enermax ELT720AWT-ECO_II,,ATX,plus,720,Full,
Enermax EMD625AWT_II,,ATX,bronze,625,Full,
Raidmax RX-850AE,,ATX,gold,850,Semi,
Rosewill RV2-700,,ATX,,700,false,
Silverstone Strider,,ATX,bronze,500,Full,
Thermaltake Toughpower Grand,,ATX,gold,750,Semi,
Thermaltake Toughpower XT,,ATX,bronze,675,Semi,
Antec EarthWatts Platinum,,ATX,platinum,550,false,
SeaSonic SSP-450RT,,ATX,gold,450,false,
Antec NeoECO 550 Gold,,ATX,gold,550,Semi,Black
be quiet! Pure Power L7,,ATX,plus,300,false,
Sentey XPP725-PS,,ATX,,725,Semi,
be quiet! Dark Power Pro 10,,ATX,gold,550,Semi,
Antec NeoECO V2,,ATX,bronze,650,Semi,Black
In Win IP-S350CQ2-0T,,ATX,,350,false,
Cooler Master GX,,ATX,plus,750,Semi,
SeaSonic X,,ATX,gold,650,Full,
Thermaltake Cologne,,ATX,bronze,730,false,Black
be quiet! Pure Power 9,,ATX,silver,400,Semi,
