name,price,rpm,noise_level,color,size
ID-COOLING AURAFLOW 240 SNOW,,"700,1800","18,35.2",White,240
ARCTIC Freezer 34 eSports,,"200,2100",28,Red / Black,
Scythe Katana 5,,"300,2300","7.3,28.83",Black / Silver,
Thermalright Frozen Vision 360,,2150,27,Black,360
Iceberg Thermal IceSLEET G4 OC,29.99,"600,1400",22.5,Teal / Silver,
Evercool HPFI-10025,18,1800,23,,
CRYORIG A40 ULTIMATE,,"600,2200","13,37",,240
Enermax LIQTECH II 360,,"500,2300","14,28",White,360
Jonsbo HX5230,,"700,1800","25.2,37.6",Black,
Corsair A50,,"1600,2000","26,31.5",,
SilenX EFZ-80HA3,33.46,2200,"8,24",,
Thermaltake Water 3.0 Performer C + LNC,,"1200,2000",27.36,,120
Noctua NH-C12P SE14,,"750,1200","10.1,19.6",,
Phanteks PH-TC14PE_BK,,"900,1200","13.4,19",,
CRYORIG R1 Universal,,"700,1300","20,25",,
Cooler Master Hyper 612 Ver.2,,"800,1300","11,20",,
Scythe FUMA,,"300,1400","13,28",,
Deepcool ICE BLADE 100,,2200,31.6,,
ID-COOLING FROSTFLOW+ 240,,"700,1800","18,35.2",Black / White,240
Gigabyte AORUS ATC700,,"500,1700","12,31",Black / Orange,
Enermax Liqtech TR4 II 240,159.99,"500,2300","14,28",Black,240
ARCTIC Freezer 34 eSports,,"200,2100",,Green / Black,
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",Black,120
Deepcool CAPTAIN 240 RGB V2,,"500,1800",30,Black,240
Enermax AQUAFUSION,,"500,2000","17,32.6",White,120
Enermax AQUAFUSION 360,,"500,2000","17,32.6",Black,360
Cooler Master Hyper 212 RGB,,"650,1800","8,27",,
RAIJINTEK Orcus 280 RGW,69.84,"400,1800",28,Black,280
RAIJINTEK THEMIS Evo,53.24,"1000,1500",24.53,,
Iceberg Thermal IceSLEET G4 Midnight Limited Edition,49.99,"600,1400",22.5,Black,
RAIJINTEK EOS 360 RBW,156.76,"800,1800",28,Black,360
Noua Alaska,,"800,3000",30.5,Black,
Dynatron R14,42.95,"1500,7000","16,47.5",,
Scythe KOTETSU Mark II TUF,69.7,"300,1200","4,24.9",Black / Yellow,
Jonsbo CR-1000 EVO ARGB White,,"600,1500","22,32",White,
Phanteks PH-TC14PE,,"700,1200","13.4,19",,
Valkyrie SYN,,"800,2150",29,Black / Red,360
Deepcool CAPTAIN 240,,"600,2200","17.6,39.29",,240
NoFan CR-95C,,,0,,
be quiet! Silent Loop 240,,2000,"16.1,36.9",,240
Scythe Mugen 5,,"300,1200","4,24.9",,
Cooler Master Seidon 240V,,"800,2400","12,35",,240
Deepcool CAPTAIN 120EX RGB,,"500,1800","17.6,31.3",,120
Deepcool Fryzen,,"500,1800","17.8,41.5",Silver / Black,
Cooler Master MasterLiquid ML360 RGB TR4 Edition,,"650,2000","6,30",Black,360
Thermalright SilverArrow T8,199,"600,1800","19,25",Silver / Red,
Akasa Nero 3,,"500,1500",24.6,Black / Silver,
Scythe Mugen 5,,"300,1500","4,29.75",,
ID-COOLING SE-226-XT,,"500,1500","13.8,30.5",White,
Jonsbo CR-1400 EVO Standard,,"800,2200","22.3,33.8",Black,
Jonsbo HX6240,,"700,1800","28,37.6",White,
Thermaltake Riing Silent 12 Red,40.98,"300,1400","13,18",,
Thermalright TRUE Spirit 140 Direct,,"300,1300","15,21",,
Fractal Design Lumen S24 RGB,,"500,2000","10,33.2",Black,240
Dynatron Q12,39.95,,"16,35.98",,
Intel BXTS13A,45,,,,
Thermalright SilverArrow TR4,,"600,2500","21,45",Silver / Red,
Akasa X4,,"600,2500","17,29.5",Black / Silver,
Thermalright Frozen Horizon ARGB,,2150,28.1,Black,360
Zalman CNPS10X Performa,,"900,2000","17,24",Silver / Black,
Corsair H80,,"1300,2500","22,39",,120
Corsair H40,,2000,,,120
Scythe BIG Shuriken 2 Rev. B,,"500,2000","9.32,33.67",,
be quiet! Dark Rock Advanced C1,,1500,"6.6,18.8",,
Thermalright Macho Rev.A.,,"900,1300","17,21",,
ARCTIC Alpine 11 GT Rev 2,,2000,22.5,,
Cooler Master Seidon 120V VER.2,,"800,2400","6.5,27",,120
Thermaltake Engine 27,,"1500,2500","13,25",,
ARCTIC Liquid Freezer 360,,"500,1350",22.5,,360
SilentiumPC Fera 3 HE1224 v2,,"500,1600",,,
SilentiumPC Grandis 2 XE1436,,"500,1600",21,Black / Silver,
SilentiumPC Navis RGB 360,,"500,1600",,Black / White,360
Antec Neptune 240 ARGB,,"900,1600","20,36",Black,240
Thermalright Frost Spirit 140 RGB,,1500,25.6,Gray,
Thermalright Frozen Magic 240,,1500,25.6,Black,240
Deepcool UL551 RGB,,"500,1800",26.8,Black,
Zalman CNPS16X,49.99,"800,1500",27,White,
Dynatron A49,49.95,"800,1800","10.8,21.3",Silver,
Noua Siberus Pro 240,,"800,1800",32,Black,240
Antec C40,,"800,2200","16,23",,
SilenX EFZ-92HA3,35.88,2000,"8,24",,
Jonsbo PISA A4,,"800,1850",36.8,Gray,
RAIJINTEK Orcus 240 RGW,68.67,"400,1800",28,Black,240
RAIJINTEK JUNO-X,,"1200,2500",26,Red / Black,
Scythe Choten TUF Gaming Alliance,,"300,1200","4,24.9",Black / Yellow,
Iceberg Thermal IceSLEET G4 Silent,37.99,"600,1200",20.5,Black / Gray,
Thermalright TRUE Spirit 140 POWER,,"900,1300","17,21",,
GameMax Ice Chill 120,,"800,1900",28.8,Black,120
Silverstone IceGem 240P,203.36,"600,2200","7.3,36.6",Black,240
Iceberg Thermal IceSLEET G4 OC,42.99,"600,1400",22.5,Black / Teal,
ID-COOLING SE-224-XT ARGB DUET,,"500,1500","13.8,30.5",,
Zalman CNPS9X Performa ARGB,,"700,1800",28,White,
TUNIQ Tower 120 Extreme,,"1000,2000","16,20",,
Dynatron K5,26.99,"1000,2500","14.7,29.8",,
Thermaltake Water 3.0 Extreme,,"1000,2000",20,,240
Thermaltake NiC C5,,"1000,2000","20,39.9",,
Thermalright AXP-100,,"900,2500","22,30",,
Deepcool GAMMAXX 200,,"900,2200","17.8,34.6",,
RAIJINTEK TISIS CORE EDITION,,,0,,
Cooler Master MasterAir Pro 4,,"650,2000","6,30",,
ID-COOLING IS-40V3,,"600,2500","14,33",,
upHere CC120RGB,,"600,1700","16.1,27.7",Black / White,120
Thermalright AXP-90R,,2700,22.4,Orange / Red,
Thermalright Assassin King 120 Mini,,1500,25.2,Black / Silver,
Akasa Soho H4,,"500,2000","14.2,31.8",Black,
MSI MAG CORELIQUID RH,,"500,2000","14.3,34.3",Black,240
Thermaltake Water 3.0 Riing Red 280,,"300,1500","18.5,26.4",Black / Red,280
Thermalright TA120 EX,,1850,29.6,Silver / Gray,
Noua Vex,,1500,,Black / Silver,
Inter-Tech ALSEYE H240,,"800,2000","13.5,35.2",Black,240
Enermax LIQMAXFLO 240,99.99,"500,1800",23.46,Black,240
Valkyrie DRAGONFANG,,"800,2150",29,White,360
Cooler Master DK9-7E52A-0L-GP,42.99,3200,25.17,,
Thermaltake CLP0552,24.99,"800,1700",22,,
Cooler Master MasterLiquid Pro 140,,"650,2000","6,30",,140
Antec KUHLER H2O 620,,"1450,2000",,,120
Zalman CNPS5X Performa,,"1400,2800","20,32",,
Cooler Master GeminII M4,,"500,1600","8,30",,
Cooler Master Seidon 120XL,,"600,2400","19,40",,120
Antec KUHLER H2O 650,,"600,2400",,,120
Titan TTC-NC95TZ(RB),,"150,1500",28.6,,
ID-COOLING SE-214,,1800,"16.2,29.2",,
Alpenföhn Brocken 2 PCGH,,700,18.5,,
Cooler Master MasterAir MA620P TUF Gaming Edition,,"600,1800","6,31",Black / Yellow,
Rosewill PB240,,"600,1800",34.1,Black,240
Cooler Master MasterLiquid ML240R RGB Phantom Gaming Edition,,"650,2000","6,30",Black,240
Cooler Master Hyper 212 RGB Phantom Gaming Edition,,"650,2000","8,30",Black,
SilentiumPC Navis RGB 120,,"800,2300",,Black,120
SilentiumPC Navis RGB 240,,"800,2300",,Black,240
Deepcool GAMMAXX GT TGA,,"500,1500","17.8,27",Black / Silver,
GameMax Gamma 500 RGB,,"1000,1800",26.3,Black / Silver,
Cooler Master MasterLiquid ML240 RGB (TR4 Edition),,"650,2000","6,30",Black,240
Cooler Master I71C RGB,,1800,28,Silver / Black,
Deepcool Neptwin RGB,,"500,1500",27,Black / Silver,
ID-COOLING SE-224-XT ARGB V2,,"900,2000","16.2,31.5",,
Fractal Design Lumen S28 RGB,,"500,1700","10,35.5",Black,280
GAMDIAS CHIONE E2,,"800,1800",,Black,120
Thermalright Ultra120EX REV.4,,2150,28.1,White,
Thermalright Assassin X,,1500,25.6,Black / Silver,
Thermaltake Engine 17,,"1500,2500","11,23",Silver,
Inter-Tech ALSEYE H120,,"800,2000","13.5,35.2",Black,120
Inter-Tech ALSEYE X240,,1600,35.6,Gray / Black,240
Zalman CNPS16X,,"800,1500",27,Black,
In Win BR24,107.49,"400,1800",35.5,Black / White,240
Cooler Master MasterLiquid Pro 120,,"500,2000","6,30",,120
Thermaltake Water 3.0 Riing Red 140,,"400,1500","18.5,26.4",Black / Red,140
Antec KUHLER Box,,,,,
Cooler Master DP6-9EDSA-0L-GP,,2600,24.5,,
Cooler Master V6 GT,,"800,2200","15,38",,
Noctua NH-U9DX 1366,,"1000,1600","7.9,17.6",,
ARCTIC Alpine 11 Plus,,"600,2000",14,,
NZXT Respire T40,,"1300,1800","26.5,34",,
Zalman FX70,,,0,,
Thermaltake Water 3.0 Extreme S,,"1000,2000",20,,240
LEPA AquaChanger 240,,"500,2300","14,35",,240
Phanteks PH-TC12LS_BK,81.7,"500,1800",25,,
ID-COOLING SE-214X,,1800,"16.2,29.2",,
Raidmax Cobra 240,,"500,1800",21.2,,240
Reeven Steropes RC-1206b,,"500,2000","9.32,33.67",,
Deepcool LUCIFER V2,,"300,1400","12.6,31.1",,
ID-COOLING FROSTFLOW+ 120 SNOW,,"700,1500","18,26.4",White,120
Alpenföhn Brocken 3,,"400,1050",22,Black,
ARCTIC Freezer A13 X CO,,"300,2000",,Black / White,
SilentiumPC Fera 3 RGB HE1224,,"500,1600",,Black / Silver,
CRYORIG R5,,"700,1300","19,23",Black,
Cougar AQUA,,"600,1800",35,Black,120
Cougar AQUA,,"600,1800",35,Black,360
Asus TUF Gaming LC RGB,,"800,2000",29,Black,240
Asus TUF Gaming LC RGB,,"800,2000",29,Red / Black,240
Vetroo U6 Pro,,"700,1500","18.1,30.5",White,
ID-COOLING DK-17 PWM,,"600,2200","14.2,25.8",,
ID-COOLING SE-802-SD,,2200,23.3,,
ID-COOLING IS-67-XT,,"500,2200",35.2,White,
Thermaltake TH280 V2 ARGB Sync,,"500,1800",25.8,Green,280
Silverstone NT07-115X,27.99,"1200,3400","18,26",,
Silverstone AR11,50.99,"1200,3000","19.3,44.5",Black / Silver,
Zalman CNPS17X,49.99,"800,1500",29,Black / Silver,
Alpenföhn Glacier Water 240 High Speed,,"500,2200",36.8,Black,240
Silverstone IceGem 280,158.41,"600,1600","9.8,23.4",Black,280
Dynatron R8,39.95,,,,
Dynatron R12,34.99,,0,,
Alpenföhn Silvretta,,"800,2800",,,
Inter-Tech ALSEYE X360,,1600,35.6,Gray / Black,360
Thermalright Core Matrix,,2150,27,Black,360
Zalman CNPS9900MAX-B,,"900,1700","18,30",,
StarTech FAN7751U,,4500,39,,
ARCTIC Freezer 13 Pro,,"300,1350",,,
Enermax ELC-LM120S-HP,,2500,30,,120
Scythe Kotetsu,,"400,1400","5.3,28",,
Thermalright Silver Arrow ITX,,"300,1300","17,24.9",,
Thermalright Macho Direct,,"300,1300","15,21",,
Deepcool Maelstrom 120T RF,,"600,1800","17.8,34.1",,120
Deepcool Maelstrom 240T,,"600,1800","17.8,34.1",,240
Alpenföhn Sella,,"850,2200","14,29.8",,
Alpenföhn Brocken 2,,1100,19,,
OcUK 240mm Extreme,,,,,240
ARCTIC Freezer 33 Plus,,,22.5,,
Deepcool CAPTAIN 360EX WHITE RGB,,"500,1800","17.6,31.3",,360
Scythe SCIOR-1000,,"300,1800","4.5,26.7",Black / Silver,
Alphacool EISBAER LT120,,"550,1700",29,Black,120
Rosewill ROCC-16002,,"800,2000",23.6,Blue / Black,
SilentiumPC Navis RGB 280,,"800,1800",,Black,280
Cooler Master ML120L TUF Gaming Alliance Edition RGB,,"650,2000",15,,120
Jonsbo TW3-240,,"800,1500",25,Black,240
Rosewill PB120,,"600,1800",34.1,Black,120
Gelid Solutions Sirocco,,"750,2000",40.4,Black / Silver,
upHere CC2402-usa,,"600,1700","16.1,27.7",Black,240
SilentiumPC Fera 3 EVO ARGB,,"250,1600",,White / Silver,
ID-COOLING SE-224-XT BLACK V2,,"700,1800","15.2,35.2",,
ID-COOLING FROSTFLOW X 120 SNOW,,"700,1800","18,35.2",White,120
Alphacool Eisbaer Pro HPE Aurora,,,31.5,Black,360
Jonsbo CR-1400,,"900,2300","20,30.5",White,
Deepcool UL551 RGB,,"500,1800",26.8,Black,
Thermalright Frozen Magic ARGB,,1500,25.6,White,240
GameMax Iceberg 120 Rainbow,,"600,1800","25,32",Black,120
ID-COOLING DK-07A RAINBOW,,"500,1800","14.2,25.6",Black,
Enermax AQUAFUSION,,"500,2000","17,32.6",White,240
Silverstone AR08,39.99,"1500,2800","14.1,27.7",Blue / Silver,
Silverstone AR08-V2,,"1500,2800","14.1,27.7",Blue / White,
Silverstone Argon AR09-115XP,35.99,"1200,5000","18.02,42.5",,
Zalman CNPS20X,69.98,"800,1500",29,Black / Silver,
Thermalright Frozen Horizon ARGB,,2150,28.1,White,360
In Win SR24,125.85,"500,2500",23,Black,240
Cooler Master CHD-00008-01-GP,29.98,2200,22,,
Cooler Master Nepton 140XL,,2000,"21,39",,140
Thermalright Archon IB-E X2,,"900,1300","17,21",,
Noua Siberus Pro 120,,"800,1800",32,Black,120
Rosewill RCX-Z775-LP,,"600,2600","16,24.5",,
Zalman CNPS11X Extreme,,"1000,1950","17,33",,
Prolimatech Megahalems Rev.B,,,,,
Nexus LOW-7000 R2,,"500,2000","15,24",,
Phanteks PH-TC14PE_BL,,"700,1200","13.4,19",,
Thermaltake CLP0600,,"1000,2400","19.3,30",,
Dynatron R15,44.95,,,,
Evercool HPQ-12025,49.99,"800,2200",38.1,,
Scythe Ashura,92.07,"500,1300","13,30.7",,
Thermaltake Frio Silent 12,,1400,"12,19.2",,
Enermax ETS-T40F-BK,,"800,1800","16,26",,
Deepcool CAPTAIN 120EX WHITE,,"500,1800","17.6,31.3",,120
Alpenföhn Panorama rev.B,,"900,2000","14,22.1",,
Thermaltake Contac 39,,"800,2000","15,33.2",,
ARCTIC Alpine 11 - Passive,,,0,,
ID-COOLING Auraflow 240 RGB,,"700,1800","18,35.2",,240
Deepcool CAPTAIN 240EX RGB WH,,"500,1800","17.6,31.3",White / Black,240
ARCTIC Freezer 33 eSports ONE (Black/Yellow),,"200,1800",24.4,Black / Yellow,
Antec Mercury 120 RGB,,"900,1800",36,Black / White,120
ID-COOLING Chromaflow240,,"900,2000","16.3,33.5",Black,240
ARCTIC Freezer 34 eSports DUO,,"200,2100",24.4,Yellow / Black,
Akasa Venom,,"600,1900","6.9,28.9",Yellow / Black,
Jonsbo CR-201 HIVES (Black),,"800,1500","18.5,30.8",Black,
GAMDIAS CHIONE M1A 240R,,"1200,1500",,Black,240
GameMax Iceberg 120,,"600,1800","25,32",Black,120
Enermax Liqfusion 360,,"500,2000","14,28",Black,360
ID-COOLING IS-50X,,"600,1600","13.8,30.2",Black,
Gelid Solutions Phantom Black,,"750,1600","12,26.7",Black / Silver,
Cougar AQUA,,"600,1600",34,Black,280
ID-COOLING ICEFLOW ARGB,,"900,2000","16,31.5",Black,240
ID-COOLING SE-914-XT BASIC V2,,"600,2200",,,
ID-COOLING SE-214V3,,"600,2200","14,35",,
Thermalright Frozen Magic 360,,1500,25.6,Black,360
Inter-Tech ALSEYE H360,,"800,2000","13.5,35.2",Black,360
Jonsbo CR-3000 Standard,,"600,1500","22,32",Black / Silver,
RAIJINTEK Orcus 360 RGW,88.68,"400,1800",28,Black,360
Silverstone AR05,41.99,2500,"20,28.3",,
Evercool EC-NK804A-925EP,19.48,2750,28.2,,
Silverstone NT06-PRO-V2,80.99,"1000,2200",,Silver / Black,
Jonsbo HX6210,,"800,2300","20,31.6",Black,
Noua Disturbia,102,"800,1600",37.8,Black / Silver,
Noua Numb,,"800,1600",29,White,
Thermalright Frozen Vision 360,,2150,27,White,360
Prolimatech PRO-GNSS-BK,,,0,,
Thermaltake Frio Silent 14,40.49,"700,1200","12,19.3",,
Thermalright ARO-M14G,172,"300,1300","15,21",,
Deepcool CASTLE 240EX RGB,,"500,1800",35,Black,240
GAMDIAS CHIONE M1,165.49,"600,1200",,Black,280
In Win BR36,145.36,"400,1800",35.5,Black / White,360
Zalman CNPS9900ALED,,"800,2000","18,38",,
Rosewill RCX-ZAIO-92,34.99,"600,2500","14.5,25",,
Cooler Master GeminII S524,,"800,1800","15.1,31.6",,
ARCTIC Alpine 11 Pro Rev. 2,,"500,2000",,,
Thermaltake Contac 16,,2400,30,,
Xigmatek Dark Knight SD1283,,"1000,2200",30.1,,
NZXT Respire T20,,"1300,1800","26.5,34",,
Phanteks PH-TC12DX_BK,,"600,1800","21.9,27.6",,
Antec KUHLER H2O 1250,,"600,2400","16,38",,240
CRYORIG C1,,"700,1300",24,,
Deepcool FROSTWIN V2.0,,1600,"17.8,21",,
Deepcool GABRIEL,,"900,1800","18.2,32.4",,
Fractal Design Kelvin T12,,"800,1700",26.9,,120
Akasa Venom Voodoo,,"600,1900","6.9,28.9",,
Enermax Liqmax II 240,,"500,2000","16,35",,240
CRYORIG A40,,"600,2200","13,37",,240
ID-COOLING IS-60,,"600,1600","13.8,30.2",,
Thermalright Macho X2 Limited Edition,,800,15,,
Thermaltake Riing Silent 12 Blue,,"300,1400","13,18",,
be quiet! Silent Loop 120,,2000,"16.1,36.9",,120
Enermax ETS-T50 AXE (White),,"800,1800","18.9,25",,
Alpenföhn Matterhorn Pure,,"500,1500","8,24.8",,
ARCTIC Freezer 33 eSports Edition (Black/White),,"200,1800",24.4,,
Enermax ETS-N30R-HE,,"600,2800","12,28",,
CRYORIG H7 Plus,,"300,1600",25,Black / Silver,
Jonsbo CR-201 HIVES (White),,"800,1600","18,26.1",White,
Scythe Mugen 5 TUF Gaming Alliance,,"300,1200","4,24.9",Brown / Black,
Rosewill PB120-RGB,,"800,1800",27.8,Black,120
SilentiumPC Fortis 3 RGB HE1425,,"500,1400",,Black / Silver,
Fractal Design Lumen S24,,"500,2000","10,33.2",Black,240
GAMDIAS BOREAS E1,,"800,2000","10,31",Black / Silver,
GAMDIAS CHIONE E1,,1500,,Black,120
MSI MAG CORELIQUID RH,,"500,2000","14.3,34.3",Black,360
ID-COOLING DK-19 PWM,,"600,2200","14.2,25.8",,
ID-COOLING DK-03A RGB PWM,,"500,1800","14.2,25.6",,
ID-COOLING DK-01S,,2200,23.8,,
ID-COOLING SE-914-XT ARGB V2,,"600,2200","14,25.8",,
ID-COOLING SE-902-SD V2,,2000,23.1,,
ID-COOLING ICEFLOW 240 ARGB SNOW,,"900,2000","16,31.5",White,240
ID-COOLING AURAFLOW X 240 TGA,,"900,2000","16,31.5",Black,240
Cooler Master Vortex 211Q,,1500,,,
Noua Numb,,"800,1600",29,Black,
Thermalright Frozen Magic EX,,1850,29.6,Black,240
Thermalright Frozen Magic EX,,1850,29.6,Black,360
Valkyrie SYN,,"800,2150",29,Black / Red,240
Gelid Solutions Glacier,59.99,"500,1600",35,White,
Evercool HPL-815EP,33,"1000,4000","12,40",,
Silverstone Argon AR10-115XS,39.99,"500,4000","18.07,39.03",,
Reeven Justice,56.1,"300,1500","4,29.8",,
ARCTIC Freezer 33 CO,59,,22.5,,
Dynatron K199,36.85,"1000,5000","20.71,51.7",,
RAIJINTEK MYA RBW,38.36,"200,1400",28.43,Black,
ARCTIC Freezer 50 TR (w/ARGB Controller),,"200,1800",23.5,Black,
Valkyrie SYN,,"800,2150",29,White / Blue,240
ARCTIC Freezer A11,29.99,"500,2000",22.5,,
Gelid Solutions SnowStorm,44.99,"900,2200","10,24.1",,
Jonsbo PISA A5,,"800,1850",36.8,Gray,
ARCTIC Alpine 64 Pro Rev 2,,"500,2000",,,
Cooler Master Hyper N520,,,19,,
Cooler Master Vortex Plus,,"800,2800","17,35",,
Thermaltake CLP0534,,"1200,2400","20,26.9",,
Xigmatek LOKI SD963,,"1200,2800","20,28",,
Antec KUHLER H2O 920,,"700,2400",27.4,,120
Cooler Master Hyper 612 PWM,,"600,2000","9,36",,
Gelid Solutions Siberian,,"900,2200","10,22.5",,
Zalman ZM-CNPS14X,,"950,1350","17,21",,
Zalman LQ-320,,"900,2000",,,120
Evercool HPO-12025,,"1400,2200","16,38",,
Dynatron R27,43.95,"1000,3800","16,43.4",,
Enermax Liqtech 120X,,"600,2500","15,30",,120
Thermalright HR-22,,,,,
LEPA LPALV12-BK,79.98,2200,23,,
Fractal Design Kelvin S24,,"800,1700",26.9,,240
Silverstone NT01-PRO,,,0,,
ARCTIC Freezer i32,67,,,,
Cooler Master V8 Ver.2,,1600,36,,
Deepcool CAPTAIN 120 WHITE,,"600,2200","17.6,39.29",,120
ID-COOLING FROSTFLOW 240L-R,,"800,2000","20,38.2",,240
Thermaltake Riing Silent 12 Pro Red,,"300,1400","12,19",,
be quiet! Silent Loop 280,,1600,"16.1,37.3",,280
Alpenföhn Olymp,,"300,1400","8,26.8",,
Gelid Solutions Rev. 4 Tranquillo,,"750,1600","12,26.7",,
Enermax LiqTech TR4 360,,"500,2300","14,28",,360
ARCTIC Freezer 33 TR (Black/White),,"200,1800",24.4,,
Enermax ETS-N30R-TAA,,"800,2800","16,27",,
RAIJINTEK LETO R,,"800,1800",29,Black / Red,
ID-COOLING AURAFLOW 120,,"700,1800","18,35.2",Black,120
Scythe SCBYK-1000,,"300,2300","7.2,28.26",Silver / Black,
Cooler Master MasterAir MA410M TUF Gaming Edition,,"600,1800","6,31",Black / Yellow,
Antec Mercury 240 RGB,,"900,1800",36,Black / White,240
Enermax Liqtech II 360,,"500,2300","14,28",Black,360
GAMDIAS CHIONE E1A-120R,,"1200,1500",,Black,120
ARCTIC Alpine AM4 LP,,"100,2000",,Black / White,
CRYORIG H7 ULTRA,,"300,1600",25,Black / Silver,
GameMax Iceberg 240 ARGB,,1100,25,Black,240
Silverstone AR01-V2.1,,"600,2200","15,38",Black / White,
Cooler Master MA410P TUF Gaming Edition,,"650,2000",,Yellow / Black,
Phanteks PH-TC12LS_RGB,,,25,Black / White,
Gelid Solutions Phantom,,"750,1600","12,26.7",Black / Silver,
upHere AC12,,"600,1750","16.1,27.7",Black,
upHere C92,,"800,1800","15.1,31.6",Black / Red,
upHere CC1201 Red,,"600,1700","16.1,27.7",Black / White,120
RAIJINTEK Orcus 360,,"800,1800",23,Black,360
Akasa K25,,"600,3000",28.71,,
Fractal Design Lumen S36,,"500,2000","10,33.2",Black,360
Thermalright TA140 EX,,1800,30.2,Gray,
Scythe Mugen 5 S,,"350,1800","4,22.9",Black / Silver,
ID-COOLING SE-213 RAINBOW,,"500,1600","16,20.2",,
ID-COOLING SE-902-SD,,2000,23.1,,
Thermalright Frozen Magic 120,,1500,25.6,Black,120
Thermalright Frozen Warframe ARGB,,2000,22.1,White,360
Dynatron R13,51.71,"1100,6000","19.1,53.8",,
Thermalright Core Matrix,,2150,27,White,360
Jonsbo HX6210,,"800,2300","20,31.6",White,
Thermaltake CL-P0187,57.49,4800,36,,
Fractal Design Lumen S28,,"500,1700","10,35.5",Black,280
Cooler Master GeminII M5 LED,,"500,1600",31,,
Evercool HPH-9525CU,25.99,1800,20,,
Valkyrie DRAGONFANG,,"800,2150",29,Black,240
Cooler Master V10 Hybrid TEC,,"800,2400",17,,
Thermaltake CLP0579,,"800,2000","15,33.2",,
Zalman CNPS10X Extreme,,"1000,2150","20,39",,
Zalman CNPS10X QUIET,,"700,1400",26,,
Zalman CNPS9900NT,,"1000,2000","19.5,38",,
Masscool 8W501B1M3G,,2400,26.2,,
Rosewill RCX-Z90-CP,,"600,3000","13.5,26.5",,
Silverstone NT07-775,,"1200,1800","15,23",,
Evercool NI01-9525EP,,2600,33,,
Scythe SCKZT-1000,,"800,3300","8.2,32.5",,
ARCTIC Freezer 13 Limited Edition,,"600,2000",,,
EVGA M020-00-000234,,"750,2500","13.2,41.5",,
Zalman CNPS7X LED,,"1250,1950","17,25",,
Thermalright Silver Arrow,,"500,1300","17,21",,
Enermax ETS-T40-TB,59.99,"800,1800","10,21",,
Gelid Solutions Slim Silence I-Plus,,"1200,2600","15,27.8",,
NZXT HAVIK 140,,1200,25,,
Cooler Master Hyper 612,,"600,2000","9,36",,
Cooler Master X6 Elite,,"600,1800","9,34.6",,
Thermaltake Water 2.0 Extreme,,"1200,2000",27.36,,240
NZXT HAVIK 120,,"1200,1500","18,22",,
Phanteks PH-TC14CS,,"700,1200","13.4,19",,
Silverstone SST-HE01,,"500,2000","18,41",,
Zalman CNPS8000B,,"1400,2800","20,32",,
Zalman CNPS11X Performa,,"1000,1600","17,26",,
Thermaltake A1964,,5500,,,
Zalman CNPS8900 Quiet,,"1000,1500","19,25",,
Zalman CNPS7000V(AL)-1-PWM,,"800,2600","20,32",,
Phanteks PH-TC12DX_BL,,"600,1800","21.9,27.6",,
Zalman CNPS80F,,2500,23.8,,
be quiet! Shadow Rock Topflow SR1,,1500,"9.6,24.4",,
Cooler Master Glacer 240L,,2400,"19,40.33",,240
Thermalright HR-02 Rev.A(BW),,"900,1300","17,21",,
Dynatron K17,35,"1000,2500","17,31.92",,
Thermaltake NiC L32,,"500,1800","18,38.4",,
Thermalright MACHO 120 REV.A,,"600,1300",25.4,,
Thermalright TRUE Spirit 90M Rev.A,,"800,2000",27,,
RAIJINTEK TISIS,,"600,1000",23,,
Zero Infinity Shiva,,2200,,,
Swiftech H220-X,,"800,1800","16,33",,240
Swiftech H240-X,,"700,1800","8.3,28.8",,280
Akasa Venom Medusa,,"500,1600","6.9,28.9",,
Masscool 5T568S1H3,,4200,31.8,,
LEPA AquaChanger 120,,"500,2300","14,35",,120
Xigmatek Apache II,,"1200,2500",28,,
Cooler Master GeminII S524 Ver 2,,2000,22,,
Thermalright Macho Zero,,,0,,
SilentiumPC Grandis XE1236,,"500,1500",21,,
RAIJINTEK TISIS,,"600,1000",23,,
Thermalright TRUE Spirit 140 (BW),,"300,1300","15,21",,
Deepcool ASSASSIN II,,"300,1400","17.8,27.3",,
Enermax ETS-T40F-RF,,"500,1200","10,19",,
Deepcool CAPTAIN360EX,,"500,1800","17.6,31.3",,360
Reeven Ouranos,,"300,1700","5.8,36.4",,
Reeven Brontes RC-1001b,,"650,2200","10.5,31.67",,
Thermaltake Riing Silent 12 Pro Blue,,"300,1400","12,19",,
Scythe SCKDT-1000,,"800,3300","8.2,32.5",,
ARCTIC Alpine 20 PLUS CO,,"600,2200",,,
Deepcool ICE BLADE PRO V2.0,,"900,1500","17.8,30",,
Cooler Master MasterAir Pro 3,,"650,3000","6,30",,
Alpenföhn Matterhorn Rev. C – Black Edition,,"500,1500",18.2,,
Silverstone Argon AR09-115XS,48.64,"1200,5000","18.02,42.5",,
Gelid Solutions Rev. 2 Tranquillo,44.96,"750,1500","12,25.5",,
Gelid Solutions Rev. 3 Tranquillo,,"750,1500","12,26.5",,
ARCTIC Freezer 12 CO,,,22.5,,
Thermalright AXP-100H MUSCLE,,"900,2500","22,30",,
RAIJINTEK LETO W,,"800,1800",29,Black / Blue,
LEPA NEOllusion-RGB M/B Sync,,"400,1800","14,33",Black,
CRYORIG C7 RGB,,"600,2500",30,White,
Thermalright AXP-200 Muscle,,"700,1300",,Black / White,
